{0,29.994,-12.508,14.947,-5.868,9.2466,-2.3407,7.8635,-0.82636,5.3137,0.18998,4.7745,0.87737,2.9605,1.137,3.3021,1.6651,2.4828,1.857,1.9717,1.7133},
{0,30.706,-12.413,16.614,-6.0875,10.407,-2.3619,8.5737,-1.1655,6.5292,0.21505,4.286,0.80963,3.2347,1.4014,3.1176,1.5786,2.4882,1.9509,2.1297,2.0216},
{0,34.85,-12.837,16.25,-6.2125,9.9836,-2.2708,6.9268,-0.75474,5.5192,0.22257,4.5851,0.75896,2.8196,1.1912,2.7248,1.2641,2.6185,1.7278,1.9004,2.0531},
{0,35.114,-15.342,17.851,-6.3812,9.1837,-2.2893,9.013,-0.89137,6.0988,0.2095,4.609,0.70342,3.1476,1.1505,3.1453,1.5576,2.6442,1.6964,1.9721,1.7255},
{0,36.864,-13.195,16.805,-6.071,10.575,-2.4692,7.8309,-0.81433,6.2534,0.19347,4.7394,0.79738,3.8778,1.2401,3.3437,1.5921,2.725,1.9932,2.6847,2.2291},
{0,29.2,-13.685,15.982,-6.3405,9.9824,-2.564,8.5192,-0.8665,5.4362,0.17959,4.0111,0.89666,3.8824,1.1232,3.2064,1.3327,2.2556,1.9041,1.8833,2.187},
{0,33.643,-14.838,15.235,-5.5014,9.6137,-2.6563,7.7482,-0.8276,6.1459,0.22522,4.4131,0.73403,3.6627,1.5477,3.769,1.477,2.556,2.0092,2.2533,2.2002},
{0,32.91,-14.477,18.843,-6.1693,9.9482,-2.4088,7.9019,-0.76465,5.6362,0.20825,4.6176,0.97702,4.1129,1.2293,2.6473,1.2884,2.4945,1.82,2.3024,2.0973},
{0,35.24,-13.945,17.147,-5.2851,8.0242,-2.3245,7.398,-0.64862,5.8933,0.22423,4.3463,0.73322,3.4986,1.0257,3.632,1.9994,2.8274,1.6285,1.9116,1.7492},
{0,32.633,-12.349,16.122,-6.1595,10.02,-2.3662,7.8099,-0.87554,6.5072,0.21936,4.7259,0.84458,3.765,1.2355,3.4699,1.6601,2.5091,1.7481,2.2989,2.1898},
{0,31.829,-13.268,16.446,-5.9797,9.2718,-2.3534,8.0856,-0.83341,7.1744,0.23064,5.3358,0.97039,3.7673,1.5147,3.6248,1.5197,2.3951,1.9274,2.0055,2.2657},
{0,31.882,-13.311,15.297,-5.7338,9.5576,-2.6121,6.6962,-0.83912,5.0592,0.19425,3.7598,0.85002,3.66,1.4737,2.8473,1.1831,2.4187,1.6957,1.9915,1.5651},
{0,32.174,-11.538,14.655,-5.9095,11.767,-2.7151,8.6405,-0.79355,5.6909,0.19345,4.3992,0.80763,3.2389,1.1451,3.2519,1.6398,3.1837,2.3896,2.6002,2.7121},
{0,32.856,-11.87,14.321,-5.8852,11.568,-2.6651,8.1518,-0.7279,4.9741,0.21347,5.2245,0.90373,4.2204,1.1282,2.979,1.6731,1.9934,1.883,2.1305,2.0279},
{0,34.891,-15.454,17.058,-5.9153,10.175,-2.3418,7.6588,-0.77941,5.4285,0.16286,4.093,0.76392,3.2165,0.95377,2.9894,1.4392,2.4047,1.8236,2.0204,1.9127},
{0,29.814,-12.811,16.176,-5.2821,9.146,-2.9536,8.2943,-0.79212,5.5092,0.19054,4.4958,0.85308,3.698,1.1566,3.0525,1.7046,2.2206,1.6782,2.1645,2.0543},
{0,32.328,-12.782,15.749,-5.1796,9.8204,-2.2837,6.6999,-0.8617,6.2507,0.23224,4.9416,0.84709,3.4308,1.1122,3.231,1.5149,2.184,1.702,2.0265,2.2626},
{0,33.888,-12.529,15.675,-5.7484,10.975,-2.7506,7.3559,-0.76337,5.9048,0.20664,3.8048,0.77661,2.9483,1.0351,2.193,1.3592,2.3247,1.5363,2.0216,2.1695},
{0,35.796,-13.959,15.583,-6.7204,12.496,-2.8962,9.094,-0.96502,6.1899,0.19983,4.3035,0.68634,2.8666,1.0269,3.2188,1.4647,2.2308,1.6112,2.4791,2.7208},
{0,32.097,-13.952,17.568,-6.4147,13.574,-3.6158,9.7226,-0.8982,6.8334,0.22382,5.6105,0.9211,3.7003,1.656,2.7626,1.4726,2.7773,2.0385,2.5484,2.4433},
{0,28.853,-11.41,14.513,-5.4966,9.2535,-2.2929,7.0293,-0.80831,5.0419,0.20042,4.3167,0.81478,3.4828,0.85242,2.7264,1.3499,2.0281,1.7607,1.6982,1.8051},
{0,32.826,-13.321,13.033,-6.2834,10.675,-2.4244,8.0115,-0.95468,6.1675,0.21329,4.6424,0.75991,3.0075,1.2128,3.1381,1.3916,2.4791,1.7036,1.9716,2.1812},
{0,37.438,-12.709,15.547,-6.0941,11.036,-2.74,8.0088,-0.96077,6.8617,0.21484,4.805,0.86034,3.5835,1.1612,3.5735,1.571,2.573,1.9815,1.7459,2.3739},
{0,38.653,-13.205,19.321,-6.2148,10.533,-2.1875,6.761,-0.79178,5.6548,0.20936,4.5146,0.73454,3.2317,0.95044,2.9984,1.5947,2.7891,1.4533,1.5943,2.1372},
{0,36.535,-15.108,17.334,-5.4839,10.815,-2.8191,8.2867,-0.87124,7.6384,0.24379,4.2486,0.83993,4.1458,1.527,3.653,2.1575,2.9908,2.2232,2.1041,2.3575},
{0,28.538,-12.137,15.159,-5.682,8.9651,-2.4108,8.2621,-0.84765,5.6202,0.21933,4.4951,0.83646,3.4824,1.0668,3.1966,1.7084,2.6837,1.5856,1.9018,1.9069},
{0,32.791,-13.647,13.349,-5.499,10.589,-2.9803,7.5344,-0.71602,6.0588,0.22022,5.0007,0.82317,3.3545,1.262,2.9706,1.7569,2.9179,1.901,2.4753,2.3023},
{0,30.587,-11.749,11.286,-3.867,7.9626,-2.0402,5.6762,-0.55732,4.5096,0.16432,3.2853,0.70424,3.5007,1.0244,2.6183,1.2637,1.9044,1.2832,1.9742,1.5241},
{0,-3.6521,2.7437,-7.8808,3.1302,-4.8562,0.38436,-3.57,0.36419,0.24772,0.075228,3.0503,0.57735,1.9045,0.58701,0.7543,0.91905,1.2288,0.10871,0.70499,1.4381},
{0,-3.6619,1.0012,-3.2397,3.492,-8.6264,1.5534,-3.8696,0.57416,-4.5051,-0.017882,1.7154,0.4413,1.3894,0.5571,1.1453,0.5075,0.80317,0.052881,0.13901,0.93291},
{0,-0.70868,-0.030146,-2.0503,1.6701,-7.403,2.2863,-3.8823,0.53183,-4.8704,-0.098999,-0.0041119,0.12448,0.40519,-0.0065458,-0.48696,0.22058,0.97355,0.58398,0.42925,0.72573},
{0,-5.313,2.213,-4.5303,1.7442,-6.3666,1.7973,-4.9246,0.53915,-4.6494,-0.10304,-1.695,-0.20383,-0.40163,-0.19007,-1.2686,-0.26654,0.15556,0.77568,0.98224,1.2736},
{0,3.2126,-1.1365,-1.8794,1.4623,-6.0562,1.7883,-5.0866,0.47801,-3.968,-0.11564,-2.0151,-0.18353,-0.092247,-0.13883,-1.0729,-0.30848,0.71566,0.64232,0.84457,1.1977},
{0,2.603,-0.40236,-0.58951,0.91574,-5.6878,1.723,-4.4535,0.39247,-3.4642,-0.10754,-1.7674,-0.19492,-0.25149,0.095228,-0.25303,0.069484,1.0087,1.1387,0.9992,0.99527},
{0,8.1389,-1.2089,-0.10081,0.38169,-4.1949,1.4232,-3.2946,0.24688,-2.8274,-0.080016,-0.85742,0.018333,0.94233,0.36763,0.30494,0.46557,1.5807,0.77745,0.74008,0.94172},
{0,10.766,-3.0458,5.0851,-0.60572,-0.2378,0.28766,0.044792,-0.099989,0.021361,-0.0051728,0.34608,0.27987,1.016,0.71424,1.5032,0.31682,1.5531,1.2646,1.39,1.4929},
{0,16.293,-9.0195,9.711,-2.8436,4.6794,-0.25643,2.035,-0.3499,1.6312,0.03667,0.89365,0.41823,2.1225,0.62523,1.9168,0.96536,1.0807,1.6972,1.7036,1.5115},
{0,26.453,-11.151,11.605,-4.5297,4.8969,-1.3167,4.2962,-0.49895,2.0554,0.069977,1.7029,0.79858,3.2411,0.77606,1.6217,1.5185,2.0785,1.2015,1.8053,1.4299},
{0,42.497,-12.17,15.149,-5.0665,8.3651,-1.6146,4.5255,-0.52676,2.5072,0.087897,4.838,0.68648,3.8515,1.0892,1.9005,1.1357,2.0437,1.4746,1.5311,1.7268},
{0,31.339,-11.627,14.859,-5.175,8.4733,-2.0135,6.6508,-0.83458,3.2105,0.17828,4.7813,0.76302,3.1062,0.98052,3.1693,1.6356,2.4955,1.6739,2.2823,1.9191},
{0,33.754,-11.732,16.386,-6.1774,9.6381,-2.4948,7.4873,-0.88944,6.1287,0.20385,4.8466,0.76578,3.4848,1.2286,2.9565,1.5655,3.2458,2.0567,2.7857,2.4466},
{0,33.854,-13.321,17.587,-6.1563,12.596,-2.3106,7.2902,-0.82015,6.613,0.23188,5.0891,0.84775,4.1185,1.4851,4.0027,2.0604,2.7987,1.8746,2.4482,2.5005},
{0,38.716,-15.981,18.28,-6.7554,13.044,-3.2384,10.997,-1.022,7.0388,0.24833,5.2646,0.98274,3.7696,1.2331,3.2949,2.0446,2.8191,1.9898,3.0545,2.8273},
{0,31.229,-11.543,15.375,-6.4843,11.529,-2.0972,6.4219,-0.81891,5.9184,0.17664,4.0775,0.80575,4.0228,1.1,2.6669,1.4481,2.2369,1.5361,1.9894,2.0593},
{0,35.923,-12.271,18.592,-6.0506,10.681,-2.1674,7.2165,-0.85477,6.0387,0.2026,4.3329,0.89229,3.7896,1.3208,3.7922,1.7756,3.0116,2.0201,2.3714,2.4093},
{0,38.533,-13.163,16.838,-6.0956,9.4847,-2.486,7.9071,-0.65938,5.3209,0.18621,4.1453,0.8348,4.2321,1.375,3.126,1.4845,2.5214,1.8253,2.1103,2.238},
{0,32.148,-12.654,17.78,-5.786,11.376,-2.3205,7.8234,-0.8549,5.8013,0.21856,4.0988,0.82052,3.3887,1.1417,3.157,1.5395,2.2359,1.6839,1.6863,1.6681},
{0,33.753,-13.851,17.242,-5.7597,10.402,-2.4731,7.2784,-0.84485,5.7422,0.17116,4.0644,0.8135,2.891,1.1551,4.3962,1.6601,2.385,2.1095,2.3957,2.4683}
