0,34.665,-13.31,18.167,-6.2809,11.094,-2.34,9.1239,-0.91159,6.1091,0.23088,5.2912,0.97717,4.3335,1.534,3.878,1.7485,2.7289,2.052,2.6732,2.786,0,0,0,0
0,40.924,-15.365,17.818,-6.7011,11.164,-2.8593,8.7616,-0.88359,7.5847,0.22763,4.8182,0.9288,4.3584,1.4642,3.8136,2.0403,2.6618,2.0075,2.8277,2.1288,0,0,0,0
0,36.785,-16.037,19.613,-6.6593,10.364,-2.5484,8.9883,-0.90999,7.092,0.2639,5.3044,0.98049,4.5772,1.481,3.6264,1.9207,3.0778,2.2582,2.6606,2.0307,0,0,0,0
0,35.582,-14.896,18.72,-7.2111,11.443,-2.6182,7.7483,-0.82907,6.5387,0.21689,4.794,0.83683,4.5384,1.3085,3.0207,1.6457,2.8213,2.0026,2.3011,2.3718,0,0,0,0
0,34.087,-13.03,15.019,-5.8547,10.431,-2.7976,9.8934,-0.88306,6.4937,0.23495,5.9909,0.98949,4.8565,1.3908,3.4066,1.941,2.7745,2.3136,2.4842,2.4788,0,0,0,0
0,36.585,-13.508,18.179,-5.5215,10.23,-2.7988,8.6851,-0.82567,6.4669,0.28988,4.5617,0.85156,4.1654,1.575,3.1235,1.8238,2.7429,2.0947,2.0699,2.4113,0,0,0,0
0,42.419,-14.008,17.56,-6.8417,11.909,-2.8552,12.046,-1.0826,7.2519,0.20946,5.8782,0.96581,3.7507,1.1992,3.0578,2.0988,3.0215,2.4158,2.0492,2.2645,0,0,0,0
0,38.257,-16.291,18.544,-6.4683,11.525,-2.6985,8.4363,-0.93232,7.6474,0.25263,4.6804,0.88858,3.3244,1.3586,3.3758,1.9706,3.2629,2.1479,2.4295,2.5247,0,0,0,0
0,36.808,-15.405,18.475,-7.4933,11.492,-2.7622,8.7699,-0.93439,7.4219,0.21745,5.0062,0.88038,4.9011,1.5321,3.7935,2.4135,3.9246,2.654,2.7144,2.9206,0,0,0,0
0,39.993,-15.177,19.259,-6.7391,12.707,-2.7433,7.8176,-1.0017,7.3985,0.25328,5.3015,1.0599,5.1627,1.5233,3.1374,1.5102,2.835,2.1713,2.2916,1.9519,0,0,0,0
0,40.929,-14.713,17.196,-6.1511,10.655,-2.2572,8.0949,-0.78451,7.4224,0.21585,5.4736,1.0919,4.2705,1.5772,3.513,1.9029,2.8182,2.2855,2.6598,2.372,0,0,0,0
0,39.094,-15.859,18.819,-7.0456,10.331,-3.0011,8.7474,-0.84107,7.1614,0.24093,5.2488,0.90319,4.7324,1.5379,3.9739,2.3396,3.6587,2.4904,2.6796,2.7123,0,0,0,0
0,36.825,-16.605,21.313,-6.8728,12.243,-2.9648,8.2247,-0.8847,7.2713,0.2222,5.1544,0.94803,3.8895,1.3698,3.6446,1.7491,2.7089,1.7322,2.17,2.2267,0,0,0,0
0,42.853,-17.144,20.878,-7.0787,10.506,-2.5825,8.9591,-0.81579,6.8606,0.22236,5.4269,1.0107,4.9151,1.7726,3.9755,1.9723,3.2925,2.4132,3.0932,3.0429,0,0,0,0
0,15.006,-10.138,14.049,-5.8343,11.282,-1.7553,4.3129,-0.5858,6.9777,0.18286,4.6285,0.69792,3.7382,0.96245,2.0724,1.7009,2.5434,1.7531,2.0841,1.9988,0,0,0,0
0,9.8486,-7.356,9.7405,-4.7143,8.7412,-1.3459,2.7175,-0.46602,4.0493,0.15473,3.7726,0.78227,2.8346,0.83336,0.65305,1.1684,2.2428,1.8715,2.2602,2.1359,0,0,0,0
0,1.134,2.7714,-2.1063,0.37861,1.0512,0.52306,-1.6752,-0.16335,2.834,0.1206,3.4603,0.696,3.2391,0.79818,1.4584,1.0467,1.683,1.4477,1.988,1.9565,0,0,0,0
0,-0.99509,2.1311,-5.6061,2.8201,-2.743,1.0213,-3.9889,0.23789,1.2046,0.091702,2.1716,0.47147,2.4225,0.62156,0.57816,0.7323,0.21073,0.099798,1.5708,1.7454,0,0,0,0
0,1.2368,2.2649,-6.7036,3.5328,-4.6634,1.2845,-4.6347,0.32051,0.70254,0.10033,1.68,0.41031,2.0483,0.6434,0.34227,0.42595,0.21947,0.013327,1.1484,0.9772,0,0,0,0
0,-4.9306,4.152,-7.4697,3.7312,-6.5307,1.4694,-4.6671,0.32268,-0.067359,0.032171,0.21749,0.17418,1.4481,0.20754,0.15523,0.14893,-0.56283,-0.04394,1.1505,0.72378,0,0,0,0
0,1.1987,3.9631,-8.2417,3.6119,-6.7594,1.5217,-4.7201,0.28456,0.37163,0.037237,0.27264,0.17673,1.2238,0.34582,-0.012372,-0.10018,-0.58059,-0.33376,0.97727,0.87116,0,0,0,0
0,1.6956,2.8374,-7.8968,3.4811,-6.0558,1.5484,-4.3284,0.16393,1.1603,0.092165,1.5494,0.36082,1.895,0.71745,0.97726,0.080417,-0.2172,-0.092537,1.6512,1.694,0,0,0,0
0,4.8359,1.9668,-7.0998,2.6467,-4.9635,1.1765,-2.9915,0.048865,1.6713,0.11391,2.281,0.51409,2.6772,0.78428,1.1535,0.18317,0.20828,0.038509,1.7184,1.6825,0,0,0,0
0,9.0746,-1.3157,-3.0941,0.84166,-3.419,0.6922,-2.0967,-0.10365,2.1814,0.15572,3.6973,0.69858,3.3212,0.88202,2.4123,0.42119,0.7653,0.41905,1.5999,1.691,0,0,0,0
0,13.176,-6.7067,4.7163,-0.91554,-0.15703,0.178,0.83093,-0.27417,3.7834,0.18249,3.7806,0.65852,4.2047,1.5146,2.8944,1.1521,1.5793,1.0205,1.6567,2.2943,0,0,0,0
0,29.296,-11.37,11.029,-2.4211,4.3208,-1.1717,5.2227,-0.52405,4.9571,0.178,4.6996,0.85548,3.3659,1.1807,3.3809,1.6826,2.4368,1.085,2.1107,1.9418,0,0,0,0
0,28.485,-18.409,13.125,-3.6772,5.7586,-1.2098,5.4726,-0.63024,5.4913,0.20033,4.0586,0.81894,4.3072,1.3641,3.4316,1.7206,2.3461,1.6428,2.1657,2.3618,0,0,0,0
0,34.94,-14.1,17.995,-6.052,7.7952,-1.6884,7.0765,-0.70928,6.6915,0.26108,4.6034,0.73359,3.9718,1.3961,3.5584,1.7491,2.8263,1.8557,2.239,2.309,0,0,0,0
0,33.938,-12.702,17.82,-7.4757,10.764,-2.7469,9.3383,-1.0846,6.393,0.26908,5.2484,1.0881,5.1541,1.6605,3.9386,2.3373,3.7195,2.538,3.0803,2.9871,0,0,0,0
0,37.86,-14.12,16.335,-6.4178,10.707,-2.7698,8.4811,-0.88334,5.9826,0.20633,5.1123,0.77172,4.6087,1.3877,3.7709,1.8607,3.4449,2.3871,3.0233,2.9092,0,0,0,0
0,38.54,-17.238,17.79,-6.6528,11.587,-2.9496,9.4042,-0.90522,6.8812,0.23341,5.7013,0.91995,4.3382,1.4123,3.1874,1.6842,2.9627,2.5344,2.6821,2.6667,0,0,0,0
0,39.509,-17.014,20.016,-7.4484,12.148,-2.919,10.13,-1.0985,6.8115,0.21713,4.9929,0.99711,4.1635,1.3918,3.9308,1.8483,2.7659,2.4326,3.4634,2.8776,0,0,0,0
0,41.587,-14.36,16.977,-8.0957,13.126,-2.7715,8.6181,-1.1103,7.6917,0.23176,5.9348,0.8795,4.5654,1.3364,3.8598,1.9693,3.5776,2.8486,3.2844,3.0927,0,0,0,0
0,41.793,-13.948,17.804,-6.2658,12.883,-3.261,8.9525,-0.87992,6.0805,0.22838,5.9976,0.92229,4.2359,1.6086,4.0738,2.0764,2.9909,2.4871,2.5739,2.5958,0,0,0,0
0,41.282,-15.769,18.284,-6.5033,11.5,-2.8691,9.0893,-0.96777,6.8493,0.25882,5.5052,0.92738,4.6584,1.4776,3.7622,1.7697,3.3422,2.3906,3.0376,2.8798,0,0,0,0
0,38.972,-15.511,20.551,-6.1958,11.282,-2.8424,9.0665,-0.8423,6.6817,0.24438,4.8047,0.8929,4.4414,1.5404,3.9768,1.8678,3.5459,2.1786,2.7009,2.66,0,0,0,0
0,42.574,-15.191,18.543,-6.2089,12.633,-2.9813,9.6615,-1.2231,8.353,0.27256,5.8156,0.9379,4.2336,1.4519,3.5544,2.0788,3.2759,2.2642,2.4248,2.2925,0,0,0,0
