0,29.516,-11.558,16.132,-5.5273,9.8472,-2.4647,6.8467,-0.67356,5.0888,0.20339,3.6292,0.80202,3.8727,1.1027,3.532,1.7703,3.0412,2.0349,2.3348,2.586
0,30.101,-11.344,15.481,-6.144,11.061,-2.2256,6.704,-0.76458,6.1964,0.21754,3.9978,0.6761,4.0913,1.1208,2.5683,1.5344,3.177,1.8616,2.0083,1.9811
0,31.744,-13.346,15.939,-6.1075,10.436,-2.5728,6.2871,-0.74016,5.4553,0.16906,4.1978,0.76846,4.5185,1.3175,3.1583,1.6161,2.4944,1.3813,1.7463,2.0852
0,27.882,-13.844,14.088,-5.7397,11.183,-2.383,6.7214,-0.71468,5.8696,0.20766,4.513,0.80397,3.6493,1.0348,2.8899,1.7358,2.685,1.454,1.8002,2.0336
0,37.415,-15.005,15.593,-5.3789,8.1435,-2.2685,6.6647,-0.68988,6.5649,0.20642,4.5713,0.86718,3.8768,1.2134,2.6381,1.3294,2.2571,1.7093,2.0804,1.8116
0,27.585,-10.814,13.554,-5.4346,9.2511,-2.7062,7.2603,-0.87037,6.3495,0.18596,5.088,0.78118,2.9696,1.0451,2.987,1.2584,2.3066,1.5936,1.9432,1.9556
0,32.117,-12.61,14.739,-6.1517,9.6412,-2.4269,7.0889,-0.64904,5.4709,0.19936,4.3535,0.83817,3.5416,1.2243,3.9668,1.7063,2.4109,1.7211,2.2537,1.764
0,31.584,-12.346,17.552,-7.1068,9.8243,-2.571,6.9994,-0.87938,6.6623,0.19524,4.835,0.92097,3.4328,1.3718,3.3723,1.7732,2.6646,2.1122,2.1424,2.063
0,33.986,-13.863,15.752,-5.3992,13.154,-3.1342,9.3572,-0.92635,5.909,0.18277,3.4387,0.67339,3.0382,0.99507,2.9462,1.7805,1.9453,1.5783,1.6686,1.9528
0,35.374,-14.441,15.75,-5.4597,11.432,-2.5818,6.5186,-0.75208,4.1958,0.18551,4.0764,0.68236,2.7807,0.99538,2.9438,1.4272,2.1072,1.389,1.7784,1.5555
0,33.374,-11.748,15.348,-5.3455,9.8187,-2.2331,7.4304,-0.81899,5.3067,0.17709,4.1559,0.71825,3.4137,1.0791,3.0933,1.328,2.244,1.7621,1.9627,2.247
0,33.377,-14.163,16.506,-5.6092,9.3967,-2.1371,8.2485,-0.93064,6.6488,0.22317,4.6682,0.78772,4.3842,1.0458,3.4925,1.5175,2.6914,1.2725,2.1088,2.0244
0,35.332,-16.603,17.564,-5.0008,10.94,-2.533,6.3925,-0.63499,6.3033,0.18815,4.3256,0.78622,3.2155,1.1475,3.0308,1.5466,2.2641,1.8231,1.6361,1.9535
0,31.181,-11.837,14.824,-5.8396,9.6873,-2.3344,6.9546,-0.87165,5.3617,0.1793,4.2147,0.73649,3.4966,1.0883,2.9914,1.3737,2.0928,1.5857,1.8714,1.9615
0,34.157,-13.346,16.662,-7.286,12.055,-2.5844,7.8725,-0.87399,6.8757,0.26666,5.3183,0.91613,3.7285,1.2827,2.282,1.1944,2.8477,1.7193,1.6902,2.0045
0,36.246,-13.618,16.769,-6.5184,11.167,-2.6559,8.0146,-0.81225,5.8477,0.1942,4.0494,0.75168,3.6212,1.4248,3.4271,1.5481,2.5591,2.3253,2.7734,2.2218
0,35.015,-13.46,15.687,-6.3724,8.7976,-2.1707,8.2029,-0.74456,6.1185,0.18747,4.5527,0.82637,3.7463,1.2162,2.4712,1.2953,2.3702,1.9958,2.0963,2.2146
0,21.997,-9.5672,11.722,-4.9179,8.7558,-1.8624,4.8352,-0.60892,4.4846,0.18211,3.6914,0.74901,3.3385,1.2986,2.5277,1.0005,1.8968,1.3472,1.9131,1.7961
