0,32.809,-13.914,17.438,-5.7857,9.4878,-2.2803,7.5069,-0.68456,4.9843,0.19469,4.6438,0.8594,3.9127,1.3949,3.469,2.224,3.1908,2.1427,2.4874,2.3871
0,30.753,-14.811,16.875,-5.9939,11.772,-2.8058,8.719,-0.9366,5.9723,0.20592,4.9581,0.87769,3.5355,1.5318,3.8454,1.744,3.2065,2.3493,2.1258,2.1012
0,36.983,-15.441,16.326,-6.3508,12.397,-3.1003,9.732,-0.93465,6.9379,0.23027,4.7296,0.91462,3.9295,1.1645,3.0106,1.4938,2.6785,2.3489,2.4146,2.5225
0,35.596,-13.994,17.811,-5.9241,10.027,-2.7759,9.0385,-0.89525,5.7996,0.23217,4.9641,0.91197,4.401,1.48,3.4869,1.473,2.2786,2.3524,2.3584,2.6439
0,35.573,-12.94,17.38,-6.7225,10.908,-2.2872,7.9547,-0.82656,5.9537,0.21003,4.8493,1.003,4.3416,1.4573,3.0621,1.5053,2.5327,1.9966,2.0008,2.1094
0,33.755,-15.458,15.786,-6.8663,10.911,-2.9156,7.3627,-0.77313,5.0925,0.17979,4.2628,0.62767,2.8828,0.92482,2.0919,0.75838,0.85519,1.2883,1.7212,1.556
0,38.628,-16.44,19.329,-6.7325,11.252,-2.5548,8.3936,-0.8034,6.1658,0.20862,5.1448,0.97849,4.4569,1.3693,3.37,1.6168,3.0412,2.6556,2.7596,2.2599
0,36.899,-18.492,18.561,-6.9346,12.873,-2.8496,7.4985,-0.77073,5.5162,0.19396,5.1199,0.96643,3.8795,1.0694,3.2922,1.8544,2.3706,1.6444,2.2104,1.8545
0,36.333,-14.995,18.728,-6.0056,10.293,-2.595,8.6377,-0.85342,6.7602,0.22885,3.9725,0.79916,4.1458,1.3155,3.9438,1.9584,3.2347,2.1075,3.0975,2.743
0,36.589,-14.295,15.724,-5.77,9.8159,-2.1628,7.0921,-0.95397,6.5459,0.19741,4.3264,0.84627,3.4323,1.1998,3.6018,1.4662,2.8745,1.807,2.434,2.251
0,34.877,-13.926,15.762,-5.8953,9.4202,-2.4741,7.9089,-0.82941,5.2373,0.1894,4.3386,0.7512,3.0865,1.2089,3.6273,1.736,2.3188,1.7985,2.2437,2.0282
0,40.071,-14.236,18.867,-7.4911,10.104,-2.3378,7.703,-0.75179,5.4043,0.19079,3.9801,0.80622,3.7758,1.1989,2.3811,1.7008,1.8937,1.709,2.1779,2.001
0,34.462,-13.389,16.723,-5.277,10.635,-2.6099,8.1356,-0.84522,6.472,0.18506,4.3031,0.88963,4.2038,1.1801,3.7046,1.7188,2.3293,2.0194,2.1483,2.1288
0,37.754,-16.187,17.701,-5.9116,10.223,-2.4281,8.3887,-0.7977,5.5814,0.24794,4.8608,0.82068,4.2334,1.3487,2.8617,1.7889,2.3428,1.6994,2.4816,2.5579
0,34.904,-16.182,16.766,-5.9564,11.052,-2.9224,8.2315,-0.80366,6.1839,0.21276,4.8782,0.83981,3.4761,1.2548,3.0526,1.7728,2.5108,1.8039,2.2663,2.173
0,39.776,-14.967,21.894,-6.2528,13.157,-2.9434,8.4378,-0.87837,6.3719,0.18824,5.0066,0.89289,3.4193,1.0797,2.8015,1.5833,2.5217,1.9863,2.2249,1.9986
0,35.61,-15.19,18.491,-7.0656,12.268,-2.823,9.5046,-0.93956,6.9779,0.2788,5.8586,1.2011,4.7094,1.6763,3.7997,1.9105,3.1634,2.2976,2.5532,2.419
0,38.827,-13.788,17.448,-5.7331,9.8822,-2.744,8.1231,-0.83592,6.9774,0.2403,5.7575,1.0663,4.0612,1.4772,3.7456,1.8632,2.8978,2.0432,2.4704,2.281
0,34.5,-13.5,19.361,-6.0057,9.2489,-2.7292,7.8949,-0.94579,6.4061,0.25394,6.0415,0.94238,4.5246,1.4615,3.0939,1.7111,2.8081,2.3218,2.5623,2.7366
0,38.779,-15.287,19.167,-5.2926,9.5852,-2.18,7.747,-0.80538,6.342,0.18268,3.7341,0.7094,3.1255,1.1149,3.0966,1.6403,2.3146,1.7008,2.2119,2.4074
0,39.319,-17.944,18.038,-5.6921,9.7067,-2.5591,8.5006,-0.95389,6.6331,0.19537,4.0649,0.85979,4.1424,1.1872,3.0022,1.6645,2.8587,2.341,2.4653,2.2244
0,40.136,-18.021,18.682,-6.6056,11.549,-2.5996,8.1309,-0.91633,7.2609,0.23924,5.1881,0.86194,3.2187,1.0946,2.9003,1.6818,2.4577,1.8137,2.174,2.276
0,36.873,-13.782,18.043,-5.8323,10.007,-2.721,8.0233,-0.72491,4.9778,0.14216,3.1025,0.67364,2.4874,0.98003,2.0071,1.0934,2.3803,1.3908,1.4174,1.5815
0,32.379,-15.227,16.744,-5.4746,9.9418,-2.3545,6.2491,-0.77125,4.0943,0.1562,4.2302,0.7196,2.2916,0.70528,1.4974,0.89146,1.5807,1.0231,1.7171,1.7784
0,26.491,-9.7493,12.4,-4.7005,7.5606,-1.7358,4.3625,-0.37745,2.6759,0.11573,2.4676,0.51877,1.9414,0.68494,1.6892,0.67718,1.9656,1.3359,1.7121,1.9978
0,13.02,-5.0083,6.1454,-2.136,3.8696,-0.96973,3.6391,-0.40374,2.8473,0.13575,3.9922,0.76656,2.9155,0.88174,2.1211,1.1557,1.7261,0.99341,1.7043,1.7307
0,-4.0237,1.5071,-6.9683,3.0664,-2.7247,0.727,-2.7209,0.35414,-0.91638,0.022213,1.5593,0.39638,1.5912,0.50585,0.20887,0.81975,1.3238,0.1412,1.0781,1.5055
0,-7.1681,2.6577,-5.271,3.9966,-6.6158,1.2286,-3.9637,0.51803,-3.6488,-0.028292,-0.85773,-0.033825,-0.21626,-0.07696,-0.4807,-0.10588,0.57534,-0.078186,0.60886,1.6466
